Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-06-26,80.017,81.586,79.729,80.786,1654400,0.0,0.0
2018-06-27,81.042,81.45,79.673,79.737,1072500,0.0,0.0
2018-06-28,80.001,81.162,79.753,80.097,890800,0.0,0.0
2018-06-29,79.841,80.385,78.801,79.865,1503900,0.0,0.0
2018-07-02,79.801,80.257,78.593,79.097,926200,0.0,0.0
2018-07-03,79.073,80.153,78.913,79.441,551500,0.0,0.0
2018-07-05,79.585,80.61,79.081,80.554,971800,0.0,0.0
2018-07-06,80.634,80.93,80.281,80.626,686400,0.0,0.0
2018-07-09,80.794,80.794,78.977,79.465,978400,0.0,0.0
2018-07-10,79.465,80.089,79.089,79.401,1165400,0.0,0.0
2018-07-11,79.049,79.465,78.801,79.129,984400,0.0,0.0
2018-07-12,78.881,79.345,78.489,78.945,1158900,0.0,0.0
2018-07-13,79.121,79.625,77.257,77.465,1324000,0.0,0.0
2018-07-16,77.305,77.529,76.377,77.385,1220400,0.0,0.0
2018-07-17,77.385,77.417,75.424,75.76,1392600,0.0,0.0
2018-07-18,74.816,75.736,74.544,75.528,1599600,0.0,0.0
2018-07-19,75.656,76.449,75.072,76.113,739800,0.0,0.0
2018-07-20,75.784,76.201,75.368,75.672,468300,0.0,0.0
2018-07-23,75.632,75.696,74.88,75.2,478800,0.0,0.0
2018-07-24,75.224,75.496,74.64,74.904,1089700,0.0,0.0
2018-07-25,75.184,75.592,74.728,75.416,975200,0.0,0.0
2018-07-26,75.68,76.305,75.6,75.776,1472900,0.0,0.0
2018-07-27,76.001,76.001,74.176,74.336,723000,0.0,0.0
2018-07-30,74.584,75.056,73.76,74.824,1135000,0.0,0.0
2018-07-31,75.256,75.832,75.008,75.192,973000,0.0,0.0
2018-08-01,73.432,74.144,72.384,74.12,1430900,0.0,0.0
2018-08-02,74.072,75.192,72.584,72.776,2337300,0.0,0.0
2018-08-03,73.104,74.208,72.84,73.776,1496400,0.0,0.0
2018-08-06,73.904,75.216,73.784,74.752,1211400,0.0,0.0
2018-08-07,74.792,75.048,74.136,74.936,647600,0.0,0.0
